year;week; SMN;SMT;VCI;TCI; VHI
1982; 1; 0.056;254.45; 26.20; 78.93; 52.56;
1982; 2; 0.055;255.68; 28.90; 76.32; 52.61;
1982; 3; 0.052;257.83; 29.26; 69.93; 49.59;
1982; 4; 0.048;260.11; 26.18; 62.92; 44.55;
1982; 5; 0.045;261.65; 22.06; 61.98; 42.02;
1982; 6; 0.045;262.55; 19.76; 63.07; 41.42;
1982; 7; 0.048;264.17; 19.70; 60.00; 39.85;
1982; 8; 0.056;266.90; 21.78; 54.47; 38.13;
1982; 9; 0.065;269.88; 24.48; 49.68; 37.08;
1982;10; 0.081;273.58; 28.36; 43.32; 35.84;
1982;11; 0.097;276.67; 30.65; 39.99; 35.32;
1982;12; 0.112;279.54; 30.10; 39.74; 34.92;
1982;13; 0.126;281.46; 26.25; 42.37; 34.31;
1982;14; 0.141;282.49; 19.16; 53.51; 36.33;
1982;15; 0.153;283.71; 10.19; 65.46; 37.82;
1982;16; 0.174;284.86;  6.19; 75.25; 40.72;
1982;17; 0.203;286.49;  5.82; 77.03; 41.43;
1982;18; 0.237;287.95;  7.00; 76.08; 41.54;
1982;19; 0.281;289.61; 11.15; 68.90; 40.03;
1982;20; 0.328;291.28; 18.60; 58.53; 38.56;
1982;21; 0.370;292.14; 25.84; 56.87; 41.35;
1982;22; 0.392;292.42; 27.14; 57.47; 42.30;
1982;23; 0.400;292.58; 26.40; 55.59; 41.00;
1982;24; 0.400;292.46; 23.47; 57.07; 40.27;
1982;25; 0.404;292.38; 24.48; 59.12; 41.80;
1982;26; 0.406;292.65; 24.31; 57.10; 40.71;
1982;27; 0.409;293.09; 25.75; 55.26; 40.50;
1982;28; 0.409;293.71; 28.28; 52.50; 40.39;
1982;29; 0.414;294.33; 34.15; 49.35; 41.75;
1982;30; 0.413;294.76; 37.45; 47.70; 42.57;
1982;31; 0.403;295.06; 33.48; 41.52; 37.50;
1982;32; 0.392;295.11; 28.67; 37.11; 32.89;
1982;33; 0.387;295.10; 28.04; 30.16; 29.10;
1982;34; 0.380;294.97; 28.49; 23.58; 26.04;
1982;35; 0.364;294.48; 28.77; 19.62; 24.20;
1982;36; 0.346;293.94; 31.21; 13.18; 22.19;
1982;37; 0.324;293.01; 31.44; 10.38; 20.91;
1982;38; 0.306;291.55; 30.35; 12.39; 21.37;
1982;39; 0.285;289.77; 28.08; 16.67; 22.38;
1982;40; 0.266;288.05; 25.65; 19.45; 22.55;
1982;41; 0.250;286.61; 27.83; 16.42; 22.13;
1982;42; 0.237;285.00; 35.67; 18.62; 27.15;
1982;43; 0.218;283.22; 41.33; 20.81; 31.07;
1982;44; 0.198;280.96; 45.49; 19.96; 32.73;
1982;45; 0.177;278.78; 47.67; 19.39; 33.53;
1982;46; 0.156;277.08; 48.09; 19.21; 33.65;
1982;47; 0.137;275.17; 47.27; 21.29; 34.28;
1982;48; 0.118;273.02; 45.03; 25.20; 35.12;
1982;49; 0.103;270.49; 41.44; 29.40; 35.42;
1982;50; 0.089;267.97; 37.96; 32.42; 35.19;
1982;51; 0.078;264.91; 35.87; 40.08; 37.98;
1982;52; 0.071;263.34; 33.96; 44.59; 39.27;
1983; 1; 0.065;263.04; 33.30; 44.37; 38.83;
1983; 2; 0.064;264.42; 36.29; 39.68; 37.98;
1983; 3; 0.066;266.47; 40.43; 32.63; 36.53;
1983; 4; 0.068;267.83; 41.17; 29.80; 35.48;
1983; 5; 0.066;267.41; 35.73; 38.34; 37.04;
1983; 6; 0.061;267.52; 29.52; 43.23; 36.37;
1983; 7; 0.060;268.45; 26.14; 43.01; 34.57;
1983; 8; 0.061;269.00; 24.52; 46.18; 35.35;
1983; 9; 0.067;269.76; 25.42; 50.42; 37.92;
1983;10; 0.079;271.21; 27.44; 53.81; 40.63;
1983;11; 0.090;272.82; 27.40; 58.00; 42.70;
1983;12; 0.106;274.40; 27.31; 66.12; 46.72;
1983;13; 0.128;276.45; 26.84; 73.55; 50.19;
1983;14; 0.152;278.53; 23.79; 84.62; 54.21;
1983;15; 0.184;281.34; 24.49; 88.11; 56.30;
1983;16; 0.222;283.99; 28.17; 84.56; 56.37;
1983;17; 0.266;286.57; 33.53; 77.07; 55.30;
1983;18; 0.310;288.63; 38.97; 69.66; 54.32;
1983;19; 0.349;290.59; 41.87; 58.38; 50.12;
1983;20; 0.381;292.52; 43.29; 44.50; 43.89;
1983;21; 0.404;293.18; 42.72; 44.89; 43.81;
1983;22; 0.421;293.77; 42.10; 42.17; 42.14;
1983;23; 0.428;293.96; 40.64; 40.28; 40.46;
1983;24; 0.418;293.16; 32.43; 49.33; 40.88;
1983;25; 0.417;293.24; 30.08; 49.16; 39.62;
1983;26; 0.416;293.71; 28.77; 44.64; 36.70;
1983;27; 0.407;293.61; 24.00; 49.41; 36.71;
1983;28; 0.390;293.20; 16.85; 59.01; 37.93;
1983;29; 0.375;292.70; 11.30; 69.88; 40.59;
1983;30; 0.364;292.39;  9.65; 78.16; 43.90;
1983;31; 0.372;292.48; 15.33; 76.24; 45.78;
1983;32; 0.383;292.81; 23.16; 70.21; 46.68;
1983;33; 0.400;293.54; 35.48; 54.27; 44.87;
1983;34; 0.411;294.00; 47.19; 38.77; 42.98;
1983;35; 0.412;294.16; 56.02; 24.36; 40.19;
1983;36; 0.400;293.51; 59.21; 18.56; 38.88;
1983;37; 0.378;292.31; 57.53; 17.79; 37.66;
1983;38; 0.359;291.49; 56.03; 12.68; 34.36;
1983;39; 0.338;290.19; 53.73; 11.40; 32.57;
1983;40; 0.306;288.04; 45.90; 19.47; 32.68;
1983;41; 0.265;285.47; 36.06; 29.18; 32.62;
1983;42; 0.221;283.14; 27.85; 36.13; 31.99;
1983;43; 0.180;281.25; 22.07; 36.40; 29.23;
1983;44; 0.147;278.50; 18.04; 37.13; 27.58;
1983;45; 0.120;275.39; 14.63; 39.84; 27.23;
1983;46; 0.097;272.14; 13.38; 45.29; 29.34;
1983;47; 0.080;269.34; 13.14; 49.77; 31.45;
1983;48; 0.068;267.65; 14.60; 49.87; 32.24;
1983;49; 0.059;266.13; 13.38; 48.48; 30.93;
1983;50; 0.053;265.20; 12.78; 44.35; 28.56;
1983;51; 0.053;265.63; 17.65; 36.92; 27.28;
1983;52; 0.056;266.10; 23.34; 33.11; 28.23;
1984; 1; 0.058;265.78; 28.10; 33.00; 30.55;
