year;week; SMN;SMT;VCI;TCI; VHI
1982; 1; 0.072;264.33; 54.95; 25.52; 40.24;
1982; 2; 0.079;266.25; 55.71; 19.28; 37.49;
1982; 3; 0.081;266.81; 55.67; 19.86; 37.77;
1982; 4; 0.079;267.09; 56.59; 22.52; 39.56;
1982; 5; 0.073;266.42; 55.10; 33.73; 44.42;
1982; 6; 0.070;266.55; 47.15; 39.94; 43.54;
1982; 7; 0.068;267.49; 38.86; 42.44; 40.65;
1982; 8; 0.069;269.13; 34.65; 42.31; 38.48;
1982; 9; 0.071;271.15; 32.00; 41.87; 36.93;
1982;10; 0.076;273.12; 29.87; 43.37; 36.62;
1982;11; 0.087;275.05; 31.49; 40.90; 36.20;
1982;12; 0.098;276.97; 33.37; 45.59; 39.48;
1982;13; 0.104;278.57; 31.32; 51.90; 41.61;
1982;14; 0.110;279.88; 27.77; 59.19; 43.48;
1982;15; 0.119;281.18; 21.22; 69.99; 45.60;
1982;16; 0.138;282.69; 17.73; 80.85; 49.29;
1982;17; 0.159;284.61; 16.67; 85.10; 50.89;
1982;18; 0.200;287.58; 21.82; 76.05; 48.94;
1982;19; 0.243;290.08; 27.49; 67.21; 47.35;
1982;20; 0.276;291.64; 29.16; 65.06; 47.11;
1982;21; 0.300;292.28; 28.88; 66.24; 47.56;
1982;22; 0.316;292.54; 30.90; 68.00; 49.45;
1982;23; 0.329;292.78; 35.43; 70.69; 53.06;
1982;24; 0.336;292.89; 36.83; 75.21; 56.02;
1982;25; 0.340;293.02; 37.10; 80.30; 58.70;
1982;26; 0.341;293.07; 36.08; 82.71; 59.39;
1982;27; 0.343;293.32; 37.17; 79.37; 58.27;
1982;28; 0.348;293.67; 43.09; 74.45; 58.77;
1982;29; 0.352;293.87; 50.29; 75.17; 62.73;
1982;30; 0.352;293.94; 54.74; 76.47; 65.60;
1982;31; 0.354;294.14; 58.86; 74.77; 66.81;
1982;32; 0.353;294.21; 59.07; 70.40; 64.73;
1982;33; 0.353;294.02; 60.45; 64.59; 62.52;
1982;34; 0.352;293.72; 64.83; 56.60; 60.71;
1982;35; 0.349;293.14; 68.22; 48.98; 58.60;
1982;36; 0.342;292.25; 70.16; 41.85; 56.00;
1982;37; 0.324;290.95; 68.45; 40.72; 54.59;
1982;38; 0.307;289.20; 68.80; 41.83; 55.32;
1982;39; 0.280;287.25; 66.23; 41.73; 53.98;
1982;40; 0.248;285.42; 61.33; 40.45; 50.89;
1982;41; 0.209;283.47; 50.73; 37.07; 43.90;
1982;42; 0.182;281.78; 41.74; 35.85; 38.79;
1982;43; 0.163;279.88; 40.67; 32.34; 36.51;
1982;44; 0.147;278.35; 42.40; 18.46; 30.43;
1982;45; 0.128;276.58; 41.58; 14.95; 28.27;
1982;46; 0.114;274.25; 47.35; 14.65; 31.00;
1982;47; 0.101;271.77; 52.36; 14.39; 33.38;
1982;48; 0.085;268.80; 49.51; 22.62; 36.07;
1982;49; 0.070;265.60; 41.92; 33.32; 37.62;
1982;50; 0.060;262.40; 35.71; 45.77; 40.74;
1982;51; 0.059;260.42; 36.40; 48.77; 42.59;
1982;52; 0.057;259.47; 34.68; 47.82; 41.25;
1983; 1; 0.057;259.52; 35.73; 46.25; 40.99;
1983; 2; 0.057;259.93; 31.73; 47.21; 39.47;
1983; 3; 0.057;260.19; 31.66; 50.96; 41.31;
1983; 4; 0.060;260.38; 36.11; 54.24; 45.17;
1983; 5; 0.061;259.92; 38.93; 63.12; 51.03;
1983; 6; 0.058;260.22; 34.04; 67.10; 50.57;
1983; 7; 0.059;261.40; 30.45; 68.65; 49.55;
1983; 8; 0.062;263.46; 29.02; 67.64; 48.33;
1983; 9; 0.068;265.46; 29.33; 68.11; 48.72;
1983;10; 0.075;268.03; 29.72; 69.09; 49.41;
1983;11; 0.082;271.04; 29.57; 63.10; 46.34;
1983;12; 0.094;274.48; 32.19; 60.20; 46.20;
1983;13; 0.113;277.72; 38.39; 57.57; 47.98;
1983;14; 0.136;280.71; 44.12; 53.35; 48.74;
1983;15; 0.164;283.68; 49.30; 49.17; 49.24;
1983;16; 0.193;285.98; 50.58; 50.03; 50.30;
1983;17; 0.225;288.55; 51.99; 44.28; 48.14;
1983;18; 0.256;290.55; 51.21; 44.03; 47.62;
1983;19; 0.283;291.97; 49.88; 47.64; 48.76;
1983;20; 0.307;293.21; 46.24; 49.82; 48.03;
1983;21; 0.324;294.07; 41.82; 49.69; 45.76;
1983;22; 0.341;294.83; 43.92; 46.52; 45.22;
1983;23; 0.348;294.75; 44.10; 51.42; 47.76;
1983;24; 0.345;294.27; 40.53; 61.00; 50.76;
1983;25; 0.341;293.98; 37.21; 69.95; 53.58;
1983;26; 0.338;293.80; 34.73; 74.57; 54.65;
1983;27; 0.333;293.81; 31.12; 73.62; 52.37;
1983;28; 0.318;293.49; 24.72; 75.58; 50.15;
1983;29; 0.295;293.18; 15.82; 80.13; 47.97;
1983;30; 0.273;293.16;  8.00; 80.72; 44.36;
1983;31; 0.272;293.26;  9.35; 79.64; 44.50;
1983;32; 0.285;293.36; 17.23; 76.34; 46.79;
1983;33; 0.305;293.49; 32.00; 68.90; 50.45;
1983;34; 0.311;293.62; 41.43; 56.83; 49.13;
1983;35; 0.316;293.94; 49.47; 37.09; 43.28;
1983;36; 0.304;292.76; 49.98; 34.13; 42.05;
1983;37; 0.283;291.57; 47.11; 31.40; 39.25;
1983;38; 0.262;289.98; 44.49; 30.54; 37.51;
1983;39; 0.239;287.77; 43.98; 33.84; 38.91;
1983;40; 0.219;286.38; 44.87; 26.20; 35.54;
1983;41; 0.193;284.04; 40.97; 30.20; 35.58;
1983;42; 0.166;281.16; 32.28; 42.89; 37.58;
1983;43; 0.137;278.25; 24.78; 48.93; 36.85;
1983;44; 0.111;274.58; 18.65; 53.53; 36.09;
1983;45; 0.093;271.22; 16.75; 58.49; 37.62;
1983;46; 0.080;269.00; 18.39; 52.10; 35.25;
1983;47; 0.071;266.54; 24.16; 44.77; 34.46;
1983;48; 0.069;264.66; 32.15; 45.69; 38.92;
1983;49; 0.063;262.79; 34.13; 48.76; 41.45;
1983;50; 0.062;260.97; 37.05; 53.91; 45.48;
1983;51; 0.058;258.55; 36.56; 58.68; 47.62;
1983;52; 0.056;256.90; 34.63; 60.55; 47.59;
1984; 1; 0.055;257.44; 35.09; 56.55; 45.82;
1984; 2; 0.055;257.98; 31.24; 56.22; 43.73;
1984; 3; 0.056;257.90; 30.97; 61.90; 46.43;
1984; 4; 0.055;257.83; 32.33; 66.51; 49.42;
1984; 5; 0.053;258.16; 32.05; 71.75; 51.90;
1984; 6; 0.051;258.32; 27.69; 75.93; 51.81;
1984; 7; 0.050;258.85; 22.60; 80.78; 51.69;
1984; 8; 0.049;259.18; 19.74; 87.06; 53.40;
1984; 9; 0.050;260.98; 17.95; 88.54; 53.24;
1984;10; 0.055;264.67; 17.64; 84.69; 51.17;
1984;11; 0.061;268.71; 17.50; 74.83; 46.17;
1984;12; 0.071;272.86; 18.68; 67.68; 43.18;
1984;13; 0.084;277.82; 20.90; 54.76; 37.83;
1984;14; 0.099;282.03; 21.68; 41.09; 31.38;
1984;15; 0.118;284.98; 21.76; 35.89; 28.83;
1984;16; 0.139;286.78; 20.69; 40.58; 30.64;
1984;17; 0.163;288.63; 20.12; 41.14; 30.63;
1984;18; 0.190;290.12; 18.00; 46.21; 32.11;
1984;19; 0.219;291.44; 16.39; 50.42; 33.41;
1984;20; 0.249;292.37; 15.61; 55.65; 35.63;
1984;21; 0.279;292.75; 18.34; 59.79; 39.07;
1984;22; 0.295;292.72; 19.29; 65.29; 42.29;
1984;23; 0.306;292.45; 21.74; 73.37; 47.56;
1984;24; 0.311;292.38; 22.09; 78.77; 50.43;
1984;25; 0.316;292.68; 23.17; 79.78; 51.47;
1984;26; 0.317;292.72; 23.54; 81.68; 52.61;
1984;27; 0.319;292.90; 24.70; 78.73; 51.72;
1984;28; 0.321;293.08; 28.08; 76.85; 52.46;
1984;29; 0.323;293.64; 33.64; 73.71; 53.68;
1984;30; 0.323;294.17; 38.53; 69.97; 54.25;
1984;31; 0.312;293.80; 35.34; 74.78; 55.06;
1984;32; 0.303;293.63; 30.96; 74.54; 52.75;
1984;33; 0.296;293.28; 27.77; 72.08; 49.92;
1984;34; 0.283;292.39; 24.67; 72.94; 48.81;
1984;35; 0.259;290.79; 16.49; 80.52; 48.50;
1984;36; 0.233;288.91; 10.71; 88.81; 49.76;
1984;37; 0.214;287.73;  7.76; 86.64; 47.20;
1984;38; 0.196;286.11;  5.47; 87.33; 46.40;
1984;39; 0.172;284.09;  3.48; 88.21; 45.84;
1984;40; 0.153;281.87;  2.78; 90.58; 46.68;
1984;41; 0.137;279.40;  3.17; 91.10; 47.13;
1984;42; 0.125;277.97;  5.83; 82.10; 43.97;
1984;43; 0.111;275.82;  7.70; 74.63; 41.17;
1984;44; 0.092;273.15;  6.63; 67.74; 37.18;
1984;45; 0.077;270.45;  5.94; 64.77; 35.35;
1984;46; 0.063;268.11;  6.47; 58.40; 32.44;
1984;47; 0.055;266.94; 10.73; 41.84; 26.29;
1984;48; 0.050;266.72; 15.37; 33.28; 24.33;
1984;49; 0.048;267.38; 20.34; 24.90; 22.62;
1984;50;-1.000; -1.00; -1.00; -1.00; -1.00;
1984;51;-1.000; -1.00; -1.00; -1.00; -1.00;
1984;52;-1.000; -1.00; -1.00; -1.00; -1.00;
1985; 1;-1.000; -1.00; -1.00; -1.00; -1.00;
1985; 2;-1.000; -1.00; -1.00; -1.00; -1.00;
1985; 3;-1.000; -1.00; -1.00; -1.00; -1.00;
1985; 4;-1.000; -1.00; -1.00; -1.00; -1.00;
1985; 5;-1.000; -1.00; -1.00; -1.00; -1.00;
1985; 6;-1.000; -1.00; -1.00; -1.00; -1.00;
1985; 7;-1.000; -1.00; -1.00; -1.00; -1.00;
1985; 8;-1.000; -1.00; -1.00; -1.00; -1.00;
1985; 9; 0.064;267.51; 24.30; 51.43; 37.87;
1985;10; 0.066;268.28; 22.14; 60.94; 41.54;
1985;11; 0.073;270.17; 22.18; 62.08; 42.13;
1985;12; 0.086;273.22; 24.83; 62.70; 43.77;
1985;13; 0.103;277.31; 29.37; 57.88; 43.63;
1985;14; 0.126;281.07; 34.95; 49.85; 42.40;
1985;15; 0.152;284.12; 39.09; 44.74; 41.92;
1985;16; 0.177;286.52; 39.22; 44.45; 41.84;
1985;17; 0.203;288.85; 38.77; 41.09; 39.93;
1985;18; 0.223;290.55; 32.89; 43.65; 38.27;
1985;19; 0.247;292.19; 29.40; 44.25; 36.82;
1985;20; 0.266;293.28; 23.52; 48.08; 35.80;
1985;21; 0.281;293.78; 18.08; 50.31; 34.19;
1985;22; 0.292;294.12; 15.94; 51.97; 33.95;
1985;23; 0.297;293.71; 14.90; 61.60; 38.25;
1985;24; 0.299;293.23; 14.69; 71.36; 43.03;
1985;25; 0.306;293.32; 18.29; 76.12; 47.20;
1985;26; 0.317;293.44; 22.76; 77.47; 50.12;
1985;27; 0.329;293.68; 29.32; 74.61; 51.97;
1985;28; 0.337;293.69; 35.94; 74.44; 55.19;
1985;29; 0.347;294.15; 45.17; 72.45; 58.81;
1985;30; 0.358;294.95; 53.64; 65.61; 59.62;
1985;31; 0.365;295.82; 60.34; 56.56; 58.45;
1985;32; 0.373;296.56; 66.20; 44.66; 55.43;
1985;33; 0.368;296.92; 65.84; 30.34; 48.09;
1985;34; 0.352;296.67; 61.34; 17.99; 39.66;
1985;35; 0.334;295.91; 56.12; 11.09; 33.60;
1985;36; 0.312;294.30; 50.67; 13.33; 32.00;
1985;37; 0.289;292.37; 45.83; 19.94; 32.89;
1985;38; 0.264;290.44; 41.07; 22.95; 32.01;
1985;39; 0.240;288.18; 39.50; 27.42; 33.46;
1985;40; 0.214;285.44; 38.07; 38.93; 38.50;
1985;41; 0.192;282.60; 36.21; 47.36; 41.79;
1985;42; 0.171;280.32; 31.45; 51.73; 41.59;
1985;43; 0.153;278.11; 31.42; 49.39; 40.41;
1985;44; 0.136;275.29; 33.54; 46.12; 39.83;
1985;45; 0.115;271.92; 32.24; 51.84; 42.04;
1985;46; 0.084;268.13; 22.06; 58.51; 40.29;
1985;47; 0.059;264.98; 12.40; 53.58; 32.99;
1985;48; 0.045;261.40;  8.58; 60.40; 34.49;
1985;49; 0.039;258.29; 10.38; 67.96; 39.16;
1985;50; 0.035;255.75;  9.96; 77.33; 43.65;
1985;51; 0.030;253.48;  7.71; 80.15; 43.93;
1985;52; 0.028;251.27;  6.12; 82.00; 44.06;
1986; 1; 0.026;250.34;  2.52; 84.06; 43.29;
1986; 2; 0.027;251.68;  3.85; 82.80; 43.33;
1986; 3; 0.027;253.98;  5.37; 78.63; 41.99;
1986; 4; 0.026;255.62;  7.54; 75.46; 41.50;
1986; 5; 0.027;256.20; 11.03; 78.62; 44.83;
1986; 6; 0.027;257.58; 10.49; 78.47; 44.48;
1986; 7; 0.027;260.28;  8.27; 74.84; 41.56;
1986; 8; 0.028;262.67;  6.96; 71.90; 39.43;
1986; 9; 0.030;264.84;  6.99; 71.42; 39.21;
1986;10; 0.033;267.53;  5.99; 71.08; 38.53;
1986;11; 0.042;271.20;  7.00; 61.56; 34.28;
1986;12; 0.056;275.50;  9.67; 53.44; 31.56;
1986;13; 0.076;279.22; 14.38; 47.31; 30.84;
1986;14; 0.107;283.18; 22.32; 34.29; 28.31;
1986;15; 0.140;286.77; 30.67; 21.95; 26.31;
1986;16; 0.177;289.43; 38.05; 17.41; 27.73;
1986;17; 0.219;291.75; 46.49; 11.33; 28.91;
1986;18; 0.267;293.75; 55.06;  9.18; 32.12;
1986;19; 0.302;295.38; 58.44; 10.49; 34.46;
1986;20; 0.331;296.92; 58.25; 10.15; 34.20;
1986;21; 0.356;298.11; 60.65;  7.52; 34.08;
1986;22; 0.374;298.62; 65.59;  7.94; 36.76;
1986;23; 0.378;298.82; 64.92;  9.70; 37.31;
1986;24; 0.378;298.83; 61.79; 10.40; 36.10;
1986;25; 0.378;298.93; 60.45; 12.47; 36.46;
1986;26; 0.373;298.54; 55.75; 17.96; 36.86;
1986;27; 0.369;297.61; 53.90; 29.74; 41.82;
1986;28; 0.365;296.97; 53.03; 38.42; 45.72;
1986;29; 0.362;296.99; 54.46; 41.58; 48.02;
1986;30; 0.362;296.77; 57.10; 46.69; 51.90;
1986;31; 0.356;296.19; 55.72; 52.63; 54.18;
1986;32; 0.348;294.93; 50.61; 62.15; 56.38;
1986;33; 0.342;294.20; 49.83; 62.43; 56.13;
1986;34; 0.331;293.09; 49.55; 64.46; 57.00;
1986;35; 0.319;291.88; 48.34; 66.42; 57.38;
1986;36; 0.301;290.08; 44.90; 72.29; 58.60;
1986;37; 0.290;288.19; 46.87; 79.45; 63.16;
1986;38; 0.275;286.20; 48.04; 85.44; 66.74;
1986;39; 0.258;284.37; 50.21; 84.36; 67.29;
1986;40; 0.236;282.69; 51.69; 79.35; 65.52;
1986;41; 0.212;281.42; 49.94; 64.16; 57.05;
1986;42; 0.187;280.37; 42.68; 51.50; 47.09;
1986;43; 0.157;278.77; 34.99; 42.27; 38.63;
1986;44; 0.123;275.96; 25.01; 39.67; 32.34;
1986;45; 0.096;273.78; 18.14; 36.66; 27.40;
1986;46; 0.074;272.16; 12.55; 29.07; 20.81;
1986;47; 0.058;269.91; 10.05; 25.28; 17.66;
1986;48; 0.047;267.87;  7.99; 27.84; 17.92;
1986;49; 0.039;265.78;  7.07; 32.77; 19.92;
1986;50; 0.037;263.11;  7.95; 42.66; 25.30;
1986;51; 0.036;260.35;  8.61; 49.57; 29.09;
1986;52; 0.037;258.24; 11.75; 53.49; 32.62;
1987; 1; 0.036;256.77; 11.72; 58.21; 34.96;
1987; 2; 0.036;256.38; 10.20; 63.58; 36.89;
1987; 3; 0.038;256.37; 12.18; 69.23; 40.70;
1987; 4; 0.037;256.58; 12.58; 72.62; 42.60;
1987; 5; 0.035;256.53; 11.46; 79.13; 45.29;
1987; 6; 0.034;256.88; 11.04; 82.27; 46.65;
1987; 7; 0.036;257.91; 11.49; 85.07; 48.28;
1987; 8; 0.039;258.86; 12.20; 87.97; 50.09;
1987; 9; 0.041;260.24; 11.88; 91.53; 51.70;
1987;10; 0.044;262.19; 10.28; 96.70; 53.49;
1987;11; 0.047;264.38;  8.09; 98.63; 53.36;
1987;12; 0.054;267.59;  8.08; 98.68; 53.38;
1987;13; 0.069;271.15; 10.19; 98.32; 54.26;
1987;14; 0.086;274.82; 12.11; 96.00; 54.06;
1987;15; 0.106;278.32; 13.03; 93.66; 53.34;
1987;16; 0.127;281.42; 12.27; 91.81; 52.04;
1987;17; 0.148;284.35; 11.60; 87.02; 49.31;
1987;18; 0.175;286.75;  9.85; 85.47; 47.66;
1987;19; 0.208;288.46;  9.83; 86.50; 48.17;
1987;20; 0.245;290.21; 12.72; 82.50; 47.61;
1987;21; 0.284;291.82; 19.37; 72.75; 46.06;
1987;22; 0.319;292.82; 31.41; 67.19; 49.30;
1987;23; 0.344;293.38; 42.96; 66.32; 54.64;
1987;24; 0.363;294.18; 52.08; 62.19; 57.13;
1987;25; 0.378;294.90; 59.16; 59.35; 59.25;
1987;26; 0.391;295.20; 64.97; 58.17; 61.57;
1987;27; 0.393;295.58; 67.00; 53.98; 60.49;
1987;28; 0.387;296.10; 66.32; 48.26; 57.29;
1987;29; 0.370;296.03; 59.63; 51.93; 55.78;
1987;30; 0.346;295.38; 49.47; 61.55; 55.51;
1987;31; 0.329;294.19; 41.75; 74.63; 58.19;
1987;32; 0.322;293.28; 37.80; 80.79; 59.30;
1987;33; 0.312;292.26; 34.28; 85.51; 59.90;
1987;34; 0.306;291.46; 35.79; 86.50; 61.15;
1987;35; 0.299;290.55; 37.13; 85.37; 61.25;
1987;36; 0.293;289.45; 40.42; 82.39; 61.40;
1987;37; 0.281;288.21; 41.98; 79.94; 60.96;
1987;38; 0.265;286.82; 41.87; 77.09; 59.48;
1987;39; 0.247;285.05; 43.35; 74.48; 58.91;
1987;40; 0.230;284.09; 46.74; 59.57; 53.16;
1987;41; 0.213;282.67; 49.72; 48.48; 49.10;
1987;42; 0.189;280.51; 43.54; 50.67; 47.10;
1987;43; 0.073;261.56; 40.74; 44.37; 42.56;
1987;44; 0.126;275.32; 26.17; 46.44; 36.31;
1987;45; 0.102;272.84; 21.13; 45.11; 33.12;
1987;46; 0.080;270.65; 18.16; 40.09; 29.12;
1987;47; 0.063;268.62; 16.61; 32.85; 24.73;
1987;48; 0.052;266.91; 15.94; 33.05; 24.49;
1987;49; 0.048;265.46; 19.83; 34.53; 27.18;
