year;week; SMN;SMT;VCI;TCI; VHI
1982; 1; 0.047;258.00; 53.02; 49.41; 51.22;
1982; 2; 0.043;258.55; 48.80; 45.34; 47.07;
1982; 3; 0.039;259.67; 43.82; 40.82; 42.32;
1982; 4; 0.036;260.82; 38.40; 38.73; 38.56;
1982; 5; 0.033;261.73; 33.01; 39.49; 36.25;
1982; 6; 0.032;262.50; 27.41; 42.07; 34.74;
1982; 7; 0.032;263.79; 22.55; 44.05; 33.30;
1982; 8; 0.036;265.87; 22.87; 44.29; 33.58;
1982; 9; 0.040;267.85; 22.22; 46.06; 34.14;
1982;10; 0.046;270.28; 21.12; 47.54; 34.33;
1982;11; 0.061;273.97; 26.18; 43.65; 34.92;
1982;12; 0.082;277.93; 33.39; 39.31; 36.35;
1982;13; 0.103;281.66; 38.74; 35.41; 37.08;
1982;14; 0.114;284.39; 38.13; 33.83; 35.98;
1982;15; 0.124;286.16; 35.42; 37.23; 36.32;
1982;16; 0.143;287.45; 35.02; 45.24; 40.13;
1982;17; 0.165;288.63; 33.92; 60.29; 47.11;
1982;18; 0.194;289.98; 34.63; 73.98; 54.31;
1982;19; 0.237;291.81; 37.76; 81.04; 59.40;
1982;20; 0.282;293.75; 42.88; 81.32; 62.10;
1982;21; 0.323;295.12; 49.49; 81.44; 65.46;
1982;22; 0.347;295.63; 49.90; 83.47; 66.69;
1982;23; 0.353;295.79; 44.52; 85.15; 64.84;
1982;24; 0.351;295.87; 37.26; 88.06; 62.66;
1982;25; 0.341;295.76; 29.97; 92.76; 61.37;
1982;26; 0.335;296.05; 27.95; 92.41; 60.18;
1982;27; 0.322;296.15; 22.72; 91.41; 57.06;
1982;28; 0.316;296.38; 24.33; 87.97; 56.15;
1982;29; 0.316;296.69; 29.15; 86.08; 57.62;
1982;30; 0.316;297.05; 35.29; 84.91; 60.10;
1982;31; 0.311;297.42; 39.31; 81.05; 60.18;
1982;32; 0.304;298.01; 42.42; 73.99; 58.20;
1982;33; 0.295;298.40; 44.11; 68.32; 56.22;
1982;34; 0.285;298.61; 45.80; 62.52; 54.16;
1982;35; 0.272;298.30; 46.94; 57.78; 52.36;
1982;36; 0.255;297.43; 46.61; 51.71; 49.16;
1982;37; 0.235;296.38; 45.01; 43.19; 44.10;
1982;38; 0.214;294.90; 43.50; 38.22; 40.86;
1982;39; 0.188;293.34; 39.84; 31.80; 35.82;
1982;40; 0.160;291.39; 35.35; 27.54; 31.44;
1982;41; 0.133;288.76; 31.82; 26.80; 29.31;
1982;42; 0.112;285.94; 30.03; 27.29; 28.66;
1982;43; 0.096;282.88; 29.74; 31.63; 30.68;
1982;44; 0.083;280.13; 29.21; 29.12; 29.16;
1982;45; 0.071;277.47; 27.70; 28.25; 27.97;
1982;46; 0.061;274.27; 26.83; 31.36; 29.10;
1982;47; 0.053;270.72; 26.44; 36.21; 31.33;
1982;48; 0.046;266.41; 26.33; 45.00; 35.66;
1982;49; 0.042;262.28; 26.88; 53.25; 40.07;
1982;50; 0.040;258.70; 26.09; 59.81; 42.95;
1982;51; 0.039;256.12; 30.75; 63.46; 47.10;
1982;52; 0.039;254.87; 36.32; 63.71; 50.02;
1983; 1; 0.039;255.13; 42.56; 60.76; 51.66;
1983; 2; 0.037;255.76; 42.39; 55.83; 49.11;
1983; 3; 0.037;256.55; 41.67; 51.77; 46.72;
1983; 4; 0.036;257.42; 39.87; 50.02; 44.94;
1983; 5; 0.035;259.28; 35.77; 47.03; 41.40;
1983; 6; 0.033;260.32; 29.33; 48.43; 38.88;
1983; 7; 0.033;261.75; 23.50; 49.91; 36.70;
1983; 8; 0.035;263.80; 21.94; 50.40; 36.17;
1983; 9; 0.036;265.85; 19.36; 52.17; 35.77;
1983;10; 0.040;269.19; 17.27; 50.90; 34.09;
1983;11; 0.047;273.45; 18.23; 45.23; 31.73;
1983;12; 0.056;277.95; 20.18; 38.99; 29.59;
1983;13; 0.074;282.93; 25.46; 30.43; 27.94;
1983;14; 0.094;286.50; 29.72; 25.47; 27.59;
1983;15; 0.117;289.33; 32.65; 23.62; 28.14;
1983;16; 0.140;291.26; 33.72; 26.33; 30.03;
1983;17; 0.167;293.42; 34.63; 30.24; 32.44;
1983;18; 0.202;295.68; 37.48; 32.50; 34.99;
1983;19; 0.239;297.05; 38.91; 39.04; 38.97;
1983;20; 0.272;298.38; 39.48; 41.12; 40.30;
1983;21; 0.297;299.65; 38.41; 40.16; 39.28;
1983;22; 0.311;299.93; 32.47; 44.20; 38.34;
1983;23; 0.319;299.66; 25.60; 49.27; 37.44;
1983;24; 0.317;299.06; 17.13; 57.44; 37.28;
1983;25; 0.313;299.03; 13.41; 61.09; 37.25;
1983;26; 0.308;299.17; 12.54; 62.32; 37.43;
1983;27; 0.305;299.19; 13.01; 62.65; 37.83;
1983;28; 0.293;298.93; 11.75; 64.06; 37.91;
1983;29; 0.280;298.75;  9.95; 66.66; 38.30;
1983;30; 0.264;298.40;  8.74; 71.69; 40.21;
1983;31; 0.259;298.07; 12.35; 74.49; 43.42;
1983;32; 0.258;298.01; 17.27; 73.64; 45.46;
1983;33; 0.259;298.09; 23.32; 70.96; 47.14;
1983;34; 0.256;298.13; 28.56; 66.93; 47.75;
1983;35; 0.250;298.32; 33.83; 57.34; 45.59;
1983;36; 0.233;297.24; 33.86; 53.42; 43.64;
1983;37; 0.215;296.26; 33.27; 44.19; 38.73;
