year;week; SMN;SMT;VCI;TCI; VHI
1982; 1; 0.069;267.29; 43.31; 35.59; 39.45;
1982; 2; 0.066;268.44; 43.54; 32.75; 38.15;
1982; 3; 0.063;268.81; 42.16; 32.13; 37.14;
1982; 4; 0.057;268.65; 36.69; 34.25; 35.47;
1982; 5; 0.050;268.59; 31.38; 36.15; 33.76;
1982; 6; 0.047;269.00; 28.32; 38.28; 33.30;
1982; 7; 0.046;269.93; 25.58; 39.34; 32.46;
1982; 8; 0.050;271.55; 25.29; 39.32; 32.31;
1982; 9; 0.053;272.88; 24.13; 41.80; 32.96;
1982;10; 0.059;275.21; 23.03; 42.05; 32.54;
1982;11; 0.076;278.06; 26.48; 40.11; 33.30;
1982;12; 0.093;281.65; 28.63; 38.08; 33.35;
1982;13; 0.108;284.55; 27.22; 37.80; 32.51;
1982;14; 0.120;286.63; 25.56; 40.05; 32.80;
1982;15; 0.127;288.02; 22.96; 49.85; 36.40;
1982;16; 0.145;289.26; 20.32; 65.43; 42.87;
1982;17; 0.169;290.24; 18.82; 79.30; 49.06;
1982;18; 0.196;292.06; 18.82; 81.74; 50.28;
1982;19; 0.225;294.29; 19.71; 77.98; 48.84;
1982;20; 0.248;295.52; 20.22; 75.97; 48.09;
1982;21; 0.267;296.08; 21.21; 77.23; 49.22;
1982;22; 0.280;296.18; 22.19; 81.85; 52.02;
1982;23; 0.285;296.05; 22.72; 86.89; 54.81;
1982;24; 0.290;296.39; 25.24; 87.50; 56.37;
1982;25; 0.295;296.61; 28.18; 89.86; 59.02;
1982;26; 0.297;296.67; 31.30; 91.90; 61.60;
1982;27; 0.296;296.90; 33.68; 92.60; 63.14;
1982;28; 0.290;296.99; 34.99; 92.27; 63.63;
1982;29; 0.294;297.52; 40.48; 88.19; 64.33;
1982;30; 0.297;298.25; 45.67; 81.59; 63.63;
1982;31; 0.295;298.90; 48.52; 74.41; 61.46;
1982;32; 0.291;299.53; 51.92; 65.71; 58.82;
1982;33; 0.286;299.86; 54.61; 58.48; 56.54;
1982;34; 0.278;299.93; 55.58; 53.24; 54.41;
1982;35; 0.268;299.81; 55.97; 46.61; 51.29;
1982;36; 0.254;299.39; 54.81; 38.17; 46.49;
1982;37; 0.234;298.60; 50.41; 32.31; 41.36;
1982;38; 0.216;297.38; 47.06; 29.91; 38.49;
1982;39; 0.197;295.60; 42.89; 31.13; 37.01;
1982;40; 0.172;293.42; 35.86; 32.87; 34.37;
1982;41; 0.147;291.31; 30.17; 27.74; 28.96;
1982;42; 0.127;288.80; 27.24; 25.60; 26.42;
1982;43; 0.109;285.97; 25.24; 29.09; 27.16;
1982;44; 0.092;283.68; 22.96; 25.66; 24.31;
1982;45; 0.077;281.80; 20.17; 23.18; 21.68;
1982;46; 0.063;278.69; 17.36; 29.30; 23.33;
1982;47; 0.051;274.82; 14.58; 39.80; 27.19;
1982;48; 0.045;270.83; 14.31; 49.70; 32.00;
1982;49; 0.040;267.60; 13.96; 53.07; 33.51;
1982;50; 0.036;264.99; 12.57; 53.39; 32.98;
1982;51; 0.036;263.18; 14.45; 53.65; 34.05;
1982;52; 0.037;262.61; 16.04; 51.45; 33.75;
1983; 1; 0.036;262.99; 17.53; 48.92; 33.23;
1983; 2; 0.036;263.93; 21.15; 46.55; 33.85;
1983; 3; 0.037;264.35; 23.66; 45.31; 34.49;
1983; 4; 0.039;264.64; 25.13; 45.52; 35.32;
1983; 5; 0.041;266.35; 25.94; 42.40; 34.17;
1983; 6; 0.041;267.30; 24.60; 43.08; 33.84;
1983; 7; 0.042;268.60; 23.32; 43.12; 33.22;
1983; 8; 0.046;270.91; 23.38; 41.04; 32.21;
1983; 9; 0.053;274.01; 24.12; 38.46; 31.29;
1983;10; 0.063;278.23; 24.73; 33.15; 28.94;
1983;11; 0.074;281.76; 25.36; 28.24; 26.80;
1983;12; 0.091;285.57; 27.74; 24.12; 25.93;
1983;13; 0.113;289.50; 30.03; 18.60; 24.32;
1983;14; 0.133;292.00; 31.04; 15.66; 23.35;
1983;15; 0.155;294.28; 34.01; 14.46; 24.24;
1983;16; 0.175;295.89; 32.00; 17.24; 24.62;
1983;17; 0.197;297.31; 29.11; 20.07; 24.59;
1983;18; 0.222;298.83; 27.91; 22.09; 25.00;
1983;19; 0.241;299.41; 25.64; 30.00; 27.82;
1983;20; 0.252;299.90; 22.26; 36.12; 29.19;
1983;21; 0.259;300.50; 19.46; 38.98; 29.22;
1983;22; 0.263;300.44; 17.19; 46.39; 31.79;
1983;23; 0.267;300.24; 17.03; 53.33; 35.18;
1983;24; 0.269;299.84; 17.08; 59.96; 38.52;
1983;25; 0.277;299.73; 20.19; 64.28; 42.23;
1983;26; 0.283;299.75; 25.24; 66.98; 46.11;
1983;27; 0.285;299.62; 28.72; 71.18; 49.95;
1983;28; 0.279;299.14; 30.37; 75.84; 53.11;
1983;29; 0.273;298.76; 31.04; 78.59; 54.81;
1983;30; 0.264;298.18; 30.29; 81.96; 56.13;
1983;31; 0.263;298.04; 33.58; 81.01; 57.29;
1983;32; 0.264;298.58; 38.03; 73.45; 55.74;
1983;33; 0.262;299.26; 41.33; 63.69; 52.51;
1983;34; 0.258;299.70; 43.85; 55.59; 49.72;
1983;35; 0.251;300.36; 45.99; 41.77; 43.88;
1983;36; 0.237;300.37; 45.38; 28.82; 37.10;
1983;37; 0.218;299.85; 41.84; 20.14; 30.99;
1983;38; 0.198;298.67; 37.12; 16.96; 27.04;
1983;39; 0.179;296.80; 33.28; 18.03; 25.66;
1983;40; 0.161;294.60; 30.67; 19.36; 25.02;
1983;41; 0.141;291.49; 27.19; 24.87; 26.03;
1983;42; 0.121;287.97; 24.61; 32.26; 28.43;
1983;43; 0.102;283.99; 22.12; 43.69; 32.90;
1983;44; 0.087;279.14; 20.43; 54.80; 37.61;
1983;45; 0.075;275.49; 19.12; 58.88; 39.00;
1983;46; 0.065;272.08; 18.48; 63.17; 40.83;
1983;47; 0.060;268.52; 19.04; 69.92; 44.48;
1983;48; 0.056;265.60; 20.59; 72.67; 46.63;
1983;49; 0.051;262.19; 21.14; 74.51; 47.83;
1983;50; 0.046;259.15; 19.83; 75.08; 47.46;
1983;51; 0.042;257.08; 19.20; 75.67; 47.43;
1983;52; 0.041;255.72; 19.29; 74.74; 47.01;
1984; 1; 0.040;255.07; 21.20; 74.40; 47.80;
