year;week; SMN;SMT;VCI;TCI; VHI
1982; 1; 0.051;260.24; 46.25; 47.33; 46.79;
1982; 2; 0.051;261.75; 44.84; 44.15; 44.49;
1982; 3; 0.049;262.52; 42.41; 43.09; 42.75;
1982; 4; 0.045;263.18; 36.00; 42.53; 39.27;
1982; 5; 0.043;264.32; 31.22; 40.49; 35.85;
1982; 6; 0.042;265.77; 27.60; 39.71; 33.65;
1982; 7; 0.045;267.09; 25.60; 41.17; 33.38;
1982; 8; 0.048;268.35; 24.78; 44.19; 34.48;
1982; 9; 0.049;270.03; 23.27; 46.77; 35.02;
1982;10; 0.054;272.55; 21.59; 46.45; 34.02;
1982;11; 0.065;275.34; 22.21; 43.21; 32.71;
1982;12; 0.080;277.96; 21.78; 44.22; 33.00;
1982;13; 0.095;279.89; 19.54; 48.41; 33.98;
1982;14; 0.112;281.17; 17.97; 57.14; 37.56;
1982;15; 0.124;281.94; 13.79; 71.13; 42.46;
1982;16; 0.148;283.61; 11.83; 79.84; 45.83;
1982;17; 0.184;285.63; 12.20; 83.77; 47.99;
1982;18; 0.232;288.29; 17.89; 80.76; 49.33;
1982;19; 0.280;290.90; 21.94; 70.10; 46.02;
1982;20; 0.317;292.44; 22.08; 65.05; 43.57;
1982;21; 0.348;292.82; 20.74; 69.51; 45.13;
1982;22; 0.370;292.91; 17.62; 74.75; 46.18;
1982;23; 0.382;292.79; 14.66; 79.07; 46.87;
1982;24; 0.392;293.06; 12.73; 79.90; 46.32;
1982;25; 0.405;293.38; 14.23; 78.97; 46.60;
1982;26; 0.415;293.65; 16.09; 77.19; 46.64;
1982;27; 0.422;294.04; 18.35; 76.63; 47.49;
1982;28; 0.423;294.37; 20.21; 75.87; 48.04;
1982;29; 0.433;295.01; 30.86; 68.66; 49.76;
1982;30; 0.439;295.40; 41.09; 62.39; 51.74;
1982;31; 0.441;295.74; 46.17; 56.41; 51.29;
1982;32; 0.438;296.06; 48.54; 50.71; 49.63;
1982;33; 0.432;296.13; 49.53; 46.06; 47.80;
1982;34; 0.423;296.16; 49.15; 40.23; 44.69;
1982;35; 0.405;295.95; 47.17; 33.16; 40.17;
1982;36; 0.379;295.47; 42.44; 26.20; 34.32;
1982;37; 0.348;294.56; 35.88; 23.09; 29.48;
1982;38; 0.317;293.05; 28.87; 23.93; 26.40;
1982;39; 0.281;290.74; 20.76; 32.69; 26.72;
1982;40; 0.244;288.53; 14.57; 42.42; 28.49;
1982;41; 0.214;287.20; 13.59; 34.10; 23.84;
1982;42; 0.192;285.65; 17.86; 26.96; 22.41;
1982;43; 0.168;283.55; 21.92; 25.97; 23.95;
1982;44; 0.144;281.35; 25.28; 21.86; 23.57;
1982;45; 0.120;278.94; 26.42; 19.79; 23.10;
1982;46; 0.098;276.49; 26.40; 22.23; 24.32;
1982;47; 0.082;273.97; 28.24; 25.58; 26.91;
1982;48; 0.071;271.14; 30.39; 30.98; 30.69;
1982;49; 0.063;268.63; 32.19; 33.73; 32.96;
1982;50; 0.057;266.26; 34.40; 34.80; 34.60;
1982;51; 0.052;264.17; 39.53; 35.94; 37.74;
1982;52; 0.048;262.65; 40.12; 39.20; 39.66;
1983; 1; 0.044;262.89; 37.33; 38.17; 37.75;
1983; 2; 0.044;264.56; 36.27; 34.62; 35.44;
1983; 3; 0.046;266.30; 38.56; 30.47; 34.52;
1983; 4; 0.051;267.62; 39.68; 28.38; 34.03;
1983; 5; 0.055;268.91; 40.25; 26.13; 33.19;
1983; 6; 0.056;270.47; 37.36; 25.44; 31.40;
1983; 7; 0.059;272.49; 34.68; 24.93; 29.81;
1983; 8; 0.064;274.70; 34.03; 24.46; 29.24;
1983; 9; 0.071;277.12; 35.04; 23.90; 29.47;
1983;10; 0.083;280.22; 36.55; 21.05; 28.80;
1983;11; 0.096;282.70; 37.59; 17.23; 27.41;
1983;12; 0.115;284.38; 38.57; 20.34; 29.45;
1983;13; 0.134;285.87; 38.10; 23.84; 30.97;
1983;14; 0.156;287.40; 38.25; 25.37; 31.81;
1983;15; 0.184;289.09; 40.01; 25.35; 32.68;
1983;16; 0.221;290.56; 42.33; 27.88; 35.11;
1983;17; 0.264;291.92; 44.87; 32.28; 38.58;
1983;18; 0.313;293.31; 49.91; 34.88; 42.40;
1983;19; 0.355;294.25; 52.46; 37.66; 45.06;
1983;20; 0.385;294.97; 51.64; 40.07; 45.86;
1983;21; 0.404;295.04; 47.25; 47.01; 47.13;
1983;22; 0.417;294.98; 42.45; 53.12; 47.78;
1983;23; 0.430;295.12; 42.14; 54.78; 48.46;
1983;24; 0.431;294.57; 37.15; 63.00; 50.08;
1983;25; 0.435;294.27; 34.63; 68.03; 51.33;
1983;26; 0.444;294.42; 37.08; 67.39; 52.23;
1983;27; 0.444;294.31; 34.98; 73.08; 54.03;
1983;28; 0.432;293.78; 28.33; 83.39; 55.86;
1983;29; 0.417;293.05; 22.28; 93.61; 57.94;
1983;30; 0.398;292.59; 17.09; 96.40; 56.74;
1983;31; 0.397;292.63; 20.53; 95.10; 57.81;
1983;32; 0.397;293.04; 23.91; 89.91; 56.91;
1983;33; 0.398;293.76; 28.69; 78.24; 53.47;
1983;34; 0.398;294.24; 33.71; 66.78; 50.24;
1983;35; 0.395;294.90; 40.70; 47.15; 43.93;
1983;36; 0.385;294.99; 45.71; 31.88; 38.79;
1983;37; 0.359;294.31; 42.03; 25.42; 33.73;
1983;38; 0.333;293.21; 38.56; 21.93; 30.25;
1983;39; 0.311;291.84; 38.29; 21.38; 29.83;
1983;40; 0.282;290.09; 36.77; 24.17; 30.47;
1983;41; 0.247;287.42; 32.62; 31.06; 31.84;
1983;42; 0.208;284.47; 27.28; 40.02; 33.65;
1983;43; 0.168;281.46; 22.35; 45.27; 33.81;
1983;44; 0.134;277.60; 19.93; 50.83; 35.38;
1983;45; 0.108;274.26; 20.10; 48.59; 34.34;
1983;46; 0.087;271.02; 20.25; 50.57; 35.41;
1983;47; 0.072;268.44; 21.66; 51.54; 36.60;
1983;48; 0.059;266.94; 22.74; 49.71; 36.23;
1983;49; 0.049;265.18; 20.98; 48.67; 34.83;
1983;50; 0.040;263.57; 19.57; 45.97; 32.77;
1983;51; 0.037;262.85; 24.02; 41.17; 32.60;
1983;52; 0.039;262.54; 30.97; 39.71; 35.34;
1984; 1; 0.043;261.97; 36.22; 41.36; 38.79;
1984; 2; 0.044;259.94; 36.65; 50.03; 43.34;
1984; 3; 0.042;257.95; 34.60; 57.95; 46.28;
1984; 4; 0.038;256.82; 29.33; 61.82; 45.57;
1984; 5; 0.035;255.26; 24.63; 67.18; 45.91;
1984; 6; 0.032;254.47; 19.72; 72.76; 46.24;
1984; 7; 0.031;254.66; 16.19; 78.03; 47.11;
1984; 8; 0.031;256.13; 14.46; 81.67; 48.07;
1984; 9; 0.031;258.71; 13.02; 82.76; 47.89;
1984;10; 0.033;261.07; 10.94; 83.97; 47.46;
1984;11; 0.041;264.83; 10.23; 80.03; 45.13;
1984;12; 0.054;270.39;  9.23; 72.28; 40.75;
1984;13; 0.069;275.98;  7.65; 64.43; 36.04;
1984;14; 0.092;280.67;  8.88; 59.53; 34.21;
1984;15; 0.117;283.90; 10.99; 58.78; 34.88;
1984;16; 0.145;286.78; 10.84; 56.80; 33.82;
1984;17; 0.179;289.08; 10.17; 55.98; 33.07;
1984;18; 0.220;290.41; 13.19; 61.16; 37.17;
