year;week; SMN;SMT;VCI;TCI; VHI
1982; 1; 0.067;266.81; 41.91; 31.63; 36.77;
1982; 2; 0.067;267.64; 43.86; 27.64; 35.75;
1982; 3; 0.067;268.25; 43.77; 25.06; 34.41;
1982; 4; 0.062;268.64; 39.87; 25.23; 32.55;
1982; 5; 0.054;268.52; 34.42; 26.99; 30.70;
1982; 6; 0.050;269.31; 30.97; 28.42; 29.69;
1982; 7; 0.049;270.68; 28.05; 30.07; 29.06;
1982; 8; 0.051;272.03; 27.30; 32.11; 29.71;
1982; 9; 0.053;273.39; 26.30; 35.70; 31.00;
1982;10; 0.059;275.23; 23.92; 38.49; 31.20;
1982;11; 0.074;277.77; 25.82; 36.82; 31.32;
1982;12; 0.091;281.30; 27.97; 33.98; 30.97;
1982;13; 0.105;284.41; 28.51; 32.68; 30.60;
1982;14; 0.117;286.53; 27.87; 34.40; 31.13;
1982;15; 0.124;288.02; 24.60; 41.44; 33.02;
1982;16; 0.143;289.62; 23.25; 53.68; 38.46;
1982;17; 0.170;291.29; 23.71; 68.24; 45.98;
1982;18; 0.200;293.15; 25.23; 73.96; 49.59;
1982;19; 0.231;294.70; 24.79; 78.37; 51.58;
1982;20; 0.255;295.61; 23.33; 81.12; 52.22;
1982;21; 0.274;295.95; 23.21; 83.79; 53.50;
1982;22; 0.287;295.78; 24.00; 87.68; 55.84;
1982;23; 0.291;295.29; 25.52; 91.98; 58.75;
1982;24; 0.294;295.47; 28.62; 93.42; 61.02;
1982;25; 0.295;295.78; 31.42; 95.12; 63.27;
1982;26; 0.293;295.89; 33.40; 96.55; 64.98;
1982;27; 0.287;296.03; 33.76; 96.45; 65.11;
1982;28; 0.281;296.27; 34.69; 94.48; 64.59;
1982;29; 0.288;296.93; 41.02; 90.72; 65.87;
1982;30; 0.293;297.76; 47.84; 83.81; 65.83;
1982;31; 0.291;298.52; 52.73; 75.83; 64.28;
1982;32; 0.288;299.27; 57.94; 68.00; 62.97;
1982;33; 0.284;299.74; 62.53; 62.63; 62.58;
1982;34; 0.276;299.62; 64.22; 61.24; 62.73;
1982;35; 0.266;299.26; 65.02; 56.98; 61.00;
1982;36; 0.256;298.95; 64.58; 44.19; 54.39;
1982;37; 0.240;298.01; 60.83; 35.64; 48.23;
1982;38; 0.224;296.49; 56.98; 34.04; 45.51;
1982;39; 0.206;294.65; 51.94; 34.15; 43.05;
1982;40; 0.182;292.19; 43.81; 37.24; 40.52;
1982;41; 0.157;289.57; 37.00; 37.48; 37.24;
